country,city,year,aqi,pm2.5,pm10,deforestation_rate_%,afforestation_rate_%,vehicles_increase_%,industries_increase_%,env_budget_million_usd,population_density_per_sqkm,co2_emissions_mt,green_space_ratio_%,avg_life_expectancy_index,vehicles_per_density,green_space_per_capita
Spain,Barcelona,2019,49.62,34.41,37.7,1.09,2.52,3.22,4.34,1002.68,6509.6,127.81,39.96,83.7,0.0004946540494039572,0.006138626029249109
Spain,Barcelona,2019,27.75,13.72,20.61,0.34,3.13,4.73,2.88,1037.08,9440.36,114.32,39.61,85.22,0.0005010402145680886,0.004195814566393654
Spain,Barcelona,2020,48.37,22.05,43.85,0.94,2.7,2.99,3.03,775.27,1072.82,78.43,46.09,83.33,0.0027870472213418845,0.04296154061259112
Spain,Barcelona,2020,15.0,6.31,14.11,0.71,2.06,1.62,4.5,1140.77,1528.45,104.52,43.93,86.28,0.00105989728155975,0.0287415355425431
Spain,Barcelona,2020,15.0,6.73,11.52,0.09,1.42,2.43,5.0,1083.47,1452.42,97.84,42.7,86.17,0.0016730697732060974,0.029399209595020726
Spain,Barcelona,2020,71.55,35.38,54.47,1.18,4.02,4.89,4.54,730.88,11838.33,153.15,39.03,81.69,0.0004130650184612187,0.0032969177240370897
Spain,Barcelona,2020,15.0,7.17,10.78,0.46,1.73,5.81,2.66,705.8,3608.13,115.29,41.11,85.41,0.001610252402213889,0.011393713641138207
Spain,Barcelona,2020,77.48,33.37,70.07,0.9,2.07,6.66,3.73,579.28,11787.6,140.17,33.52,80.99,0.0005650005090094676,0.0028436662255251284
Spain,Barcelona,2020,48.23,27.59,50.91,1.0,1.52,4.03,3.73,577.34,10272.94,100.96,33.3,82.94,0.0003922927613711362,0.003241525794952564
Spain,Barcelona,2020,39.34,26.29,34.72,1.12,2.87,3.79,2.41,938.73,11727.66,97.28,35.76,84.25,0.00032316762252657393,0.003049201631015906
Spain,Barcelona,2020,40.5,27.51,40.54,1.2,1.44,3.63,3.75,938.19,5866.68,112.87,37.25,84.18,0.0006187485937531959,0.006349417387687755
Spain,Barcelona,2020,39.79,19.0,29.52,0.35,4.25,5.04,1.81,609.46,5391.84,83.77,47.0,83.57,0.0009347458381554349,0.008716875871687587
Spain,Barcelona,2020,57.61,26.54,45.51,0.11,3.56,4.68,2.74,876.72,5601.21,86.22,44.95,82.91,0.000835533750743143,0.008025051729894078
Spain,Barcelona,2020,49.66,26.4,37.06,0.42,1.22,5.68,1.77,761.56,2340.08,87.46,40.88,83.21,0.0024272674438480736,0.017469488222624868
Spain,Barcelona,2020,23.98,14.12,19.81,0.33,1.3,5.76,4.61,1127.11,3183.34,128.23,40.4,85.66,0.0018094202944077603,0.012691072898276652
Spain,Barcelona,2020,20.97,10.08,16.82,0.73,2.91,3.77,1.08,704.6,10335.19,92.7,37.67,85.01,0.0003647731681759116,0.0036448289775030743
Spain,Barcelona,2020,15.0,9.37,11.61,0.44,4.34,2.77,1.98,1150.91,4595.33,68.55,47.99,86.3,0.000602785871743705,0.010443210824902674
Spain,Barcelona,2020,120.67,70.96,97.93,0.4,2.57,6.76,4.87,530.45,11511.1,152.41,35.79,78.02,0.0005872592541112491,0.0031091728853020126
Spain,Barcelona,2020,15.0,6.27,16.28,0.17,2.83,3.4,4.21,1036.24,11990.31,132.04,36.33,86.07,0.0002835623098985764,0.0030299466819456713
Spain,Barcelona,2020,15.0,6.47,14.92,0.84,2.15,3.55,2.46,704.83,5242.49,112.48,40.36,85.41,0.0006771591362119909,0.007698631757046747
Spain,Barcelona,2021,17.77,7.22,13.71,0.36,1.96,5.5,3.95,751.69,715.87,117.52,44.8,85.32,0.007682959196502158,0.0625811949096903
Spain,Barcelona,2021,25.65,11.12,27.7,0.93,4.16,3.4,3.24,1084.35,5069.02,94.75,46.48,85.46,0.0006707410899937265,0.00916942525379659
Spain,Barcelona,2021,15.0,6.27,10.69,0.2,1.93,4.57,2.99,300.16,3264.83,110.88,42.32,84.6,0.0013997666034678683,0.012962390078503323
Spain,Barcelona,2021,15.0,7.24,12.96,0.42,3.23,4.9,1.03,375.23,3258.72,100.92,46.0,84.75,0.0015036578779398049,0.014115971915353269
Spain,Barcelona,2021,102.53,43.18,95.29,0.6,3.91,5.91,4.81,329.51,7846.64,137.13,43.28,78.82,0.0007531886259596464,0.005515736672002284
Spain,Barcelona,2021,57.98,24.33,58.91,0.22,4.86,4.03,2.21,491.92,6529.63,87.48,47.84,82.12,0.0006171865787188554,0.007326601966727058
Spain,Barcelona,2021,65.07,44.18,66.15,0.8,2.42,6.71,0.74,858.77,7152.32,90.21,39.31,82.38,0.0009381571294349246,0.005496118741890744
Spain,Barcelona,2021,50.02,20.76,50.3,0.58,4.78,5.43,1.48,1169.05,9041.0,95.53,44.7,84.0,0.0006005972790620506,0.004944143346974892
Spain,Barcelona,2021,37.34,21.64,37.32,0.09,2.39,4.48,1.0,906.82,4098.11,83.65,42.98,84.32,0.0010931868593083156,0.01048776143148915
Spain,Barcelona,2021,99.0,68.12,71.25,0.93,1.69,6.2,2.41,348.88,11601.78,142.05,32.53,79.1,0.000534400755746101,0.0028038800942613976
Spain,Barcelona,2022,24.4,11.12,18.64,1.14,1.79,2.8,1.32,551.43,8852.24,84.55,35.39,84.48,0.0003163041218945713,0.003997858169231742
Spain,Barcelona,2022,30.76,13.09,32.57,0.56,1.98,2.66,3.63,1049.51,4335.54,104.4,41.03,85.05,0.000613533723596138,0.009463642360582534
Spain,Barcelona,2022,27.79,12.1,21.01,0.4,3.73,6.06,4.3,768.0,11721.25,154.07,39.08,84.68,0.0005170097045963527,0.0033341153887170736
Spain,Barcelona,2022,65.05,43.82,70.04,0.91,4.05,2.2,2.29,890.28,11936.71,79.57,39.29,82.44,0.0001843053906813519,0.00329152672721378
Spain,Barcelona,2022,15.0,10.18,13.57,0.37,2.05,2.08,3.53,1153.11,1628.95,68.79,44.14,86.31,0.001276896160103134,0.0270972098591117
Spain,Barcelona,2022,15.0,6.89,16.03,0.92,4.65,5.25,3.13,928.73,6348.09,108.08,46.69,85.86,0.0008270204108637401,0.007354968187281528
Spain,Barcelona,2022,15.0,7.51,14.65,0.72,4.07,1.06,1.61,1109.05,1359.81,74.86,50.12,86.22,0.0007795206683286636,0.036858090468521336
Spain,Barcelona,2022,15.0,10.43,14.67,0.45,2.02,2.16,2.44,1149.04,7167.23,92.39,38.44,86.3,0.00030137165962303435,0.005363299349958073
Spain,Barcelona,2022,15.0,6.76,13.96,0.25,2.43,3.86,1.28,567.03,3499.8,68.78,43.55,85.13,0.001102920166866678,0.012443568203897365
Spain,Barcelona,2022,64.11,27.27,61.63,0.89,2.17,5.96,4.58,658.92,785.96,142.09,44.84,82.04,0.007583083108555142,0.05705124942745178
Spain,Barcelona,2023,79.82,44.08,72.15,0.42,2.69,6.59,1.13,854.85,10771.01,115.13,36.89,81.39,0.000611827488787031,0.003424934151950467
Spain,Barcelona,2023,15.0,10.4,13.83,1.05,1.39,3.46,4.87,1172.16,3700.52,104.91,39.43,86.34,0.0009350037292056251,0.010655259260860635
Spain,Barcelona,2023,90.21,57.01,94.78,0.56,4.39,4.72,4.9,630.02,8898.84,147.3,43.7,80.25,0.0005304062102476278,0.004910752412674011
Spain,Barcelona,2023,105.77,61.23,111.98,0.24,1.2,2.68,4.62,416.73,11411.1,124.54,31.96,78.78,0.00023485904075855966,0.002800781695016256
Spain,Barcelona,2023,109.39,45.01,115.33,0.75,2.21,6.74,4.26,364.2,6339.15,125.8,39.55,78.44,0.001063234029798948,0.006239006806906288
Spain,Barcelona,2023,26.22,13.62,22.62,0.12,1.84,5.55,2.29,907.09,9393.44,130.95,36.01,85.07,0.0005908378613159822,0.0038335263758537868
Spain,Barcelona,2023,30.28,20.72,21.34,1.11,1.42,5.56,2.44,438.15,2528.07,84.36,40.63,83.86,0.002199306190097584,0.016071548651738283
Spain,Barcelona,2023,45.96,29.19,45.57,0.21,1.69,4.97,3.29,571.08,11317.54,124.34,33.53,83.08,0.00043914136817718334,0.0029626579627728285
Spain,Barcelona,2023,46.58,29.15,33.53,0.91,2.5,2.04,4.29,629.58,4279.64,101.78,42.3,83.15,0.0004766756082287295,0.009884008935331009
Spain,Barcelona,2023,73.78,37.04,65.01,0.56,1.42,3.4,3.35,400.35,7129.74,117.02,36.56,80.88,0.00047687573459901766,0.0051278167226294375
Spain,Barcelona,2023,15.0,8.23,13.57,0.71,4.37,4.0,2.23,987.42,3241.74,76.49,49.15,85.97,0.0012339052484159742,0.015161610739911282
Spain,Barcelona,2023,22.26,11.28,16.56,0.6,3.75,5.71,1.01,773.85,5100.44,88.37,45.55,85.06,0.0011195112578522637,0.008930602065704136
Spain,Barcelona,2023,15.0,9.7,12.15,0.19,2.28,2.45,1.58,446.65,2230.81,78.45,44.42,84.89,0.001098255790497622,0.019912049883226274
Spain,Barcelona,2023,15.0,7.32,11.64,0.86,4.26,2.2,2.26,1183.22,10357.91,79.79,41.55,86.37,0.00021239806099879223,0.004011427015681735
Spain,Bilbao,2014,37.42,18.36,41.1,0.61,4.03,2.83,4.65,316.54,957.15,120.2,50.52,83.14,0.0029566943530272166,0.052781695658987625
Spain,Bilbao,2014,15.0,7.96,14.96,0.9,4.08,4.44,2.57,1139.17,4172.16,91.56,47.18,86.28,0.0010641969627243444,0.011308291148949226
Spain,Bilbao,2014,35.59,23.47,32.07,0.67,4.45,2.24,3.72,404.11,9269.36,117.57,43.42,83.44,0.00024165638188612806,0.004684250045310571
Spain,Bilbao,2014,15.0,9.76,13.09,0.32,3.06,1.49,2.55,845.03,3535.7,90.35,45.34,85.69,0.00042141584410442065,0.01282348615549962
Spain,Bilbao,2014,68.29,43.35,64.63,0.17,3.15,6.27,2.78,676.2,6926.54,137.57,42.35,81.8,0.000905213858578742,0.006114163781628346
Spain,Bilbao,2014,51.06,32.51,50.88,0.55,4.36,2.11,1.36,621.74,10290.29,68.04,42.23,82.84,0.00020504767115406852,0.004103868792813418
Spain,Bilbao,2014,109.97,57.53,78.57,0.63,2.58,5.9,3.8,427.73,10881.24,138.16,36.22,78.52,0.0005422176149041838,0.003328664747767718
Spain,Bilbao,2014,19.96,9.32,17.9,0.6,4.4,3.56,3.64,947.99,7791.53,127.27,44.81,85.57,0.00045690640990922194,0.005751116917986583
Spain,Bilbao,2014,62.21,34.05,50.67,0.77,3.19,2.65,0.79,626.25,9536.7,68.45,39.26,82.11,0.0002778738976794908,0.004116728008640305
Spain,Bilbao,2014,18.63,8.49,16.89,0.65,3.82,4.13,0.81,928.79,10954.45,80.14,39.85,85.62,0.00037701573333211614,0.0036377910346936633
Spain,Bilbao,2014,15.0,9.71,11.85,0.7,3.85,6.43,1.53,1114.22,788.95,117.47,50.07,86.23,0.00815007288167818,0.06346409785157488
Spain,Bilbao,2014,15.0,7.02,12.72,0.4,2.77,1.13,2.38,841.27,540.78,64.83,47.37,85.68,0.0020895743185768705,0.08759569510706756
Spain,Bilbao,2014,67.07,31.86,59.5,1.12,3.74,6.56,3.37,406.57,8136.97,131.09,41.97,81.34,0.0008061969013035564,0.005157939626175345
Spain,Bilbao,2014,15.0,6.86,11.78,0.98,1.46,2.86,1.6,545.63,1906.14,58.99,41.5,85.09,0.0015004144501453197,0.02177174814022055
Spain,Bilbao,2014,15.0,9.36,12.64,0.59,4.86,6.52,4.78,864.51,3604.54,118.61,50.37,85.73,0.0018088299755308582,0.013974043844706952
Spain,Bilbao,2014,67.72,34.95,54.71,0.21,1.81,3.6,3.17,715.57,9466.34,124.35,35.74,81.92,0.0003802948129900257,0.003775482393406533
Spain,Bilbao,2014,15.0,6.26,14.88,1.18,1.99,5.33,1.39,1009.02,6964.92,118.57,37.84,86.02,0.0007652636354760715,0.005432941081878902
Spain,Bilbao,2014,15.0,6.56,13.22,0.49,3.81,4.2,0.72,1093.28,1863.98,55.73,49.08,86.19,0.00225324306054786,0.026330754621830706
Spain,Bilbao,2014,67.52,43.31,59.74,0.51,1.45,3.59,0.84,901.34,10367.85,84.23,33.49,82.3,0.0003462627256374272,0.003230177905737448
Spain,Bilbao,2014,63.25,37.94,46.83,0.64,2.17,2.72,4.45,449.27,6833.38,99.85,39.03,81.68,0.0003980460621244538,0.005711668310557879
Spain,Bilbao,2014,61.25,26.54,54.4,0.82,3.03,6.4,4.11,315.74,8967.2,160.12,39.31,81.55,0.0007137121955571416,0.004383754126148631
Spain,Bilbao,2014,15.0,6.77,15.99,0.1,1.58,4.55,0.63,1153.76,2767.63,60.23,41.88,86.31,0.0016440058822891786,0.015132080516543035
Spain,Bilbao,2014,15.0,7.45,13.11,0.31,2.0,6.79,2.93,818.78,2664.25,112.18,43.01,85.64,0.002548559632166651,0.016143379938068875
Spain,Bilbao,2014,15.0,7.74,15.93,0.3,1.32,4.82,2.53,860.87,6289.75,111.57,37.35,85.72,0.0007663261655868676,0.00593823283914305
Spain,Bilbao,2014,15.0,10.24,11.41,0.1,4.45,2.03,2.46,755.76,4541.41,88.58,48.7,85.51,0.0004469977385877954,0.010723541807500315
Spain,Bilbao,2015,52.67,30.62,39.66,1.0,2.36,2.09,3.63,370.7,2975.59,73.92,43.1,82.23,0.0007023817125343208,0.014484522397238866
Spain,Bilbao,2015,16.18,7.97,11.66,0.82,3.58,1.74,1.83,629.54,11744.8,93.04,38.17,85.18,0.00014815067093522242,0.003249948913561747
Spain,Bilbao,2015,15.0,10.29,11.05,0.1,3.27,3.8,2.36,712.67,5478.59,104.87,44.23,85.43,0.0006936091220551273,0.008073245123289021
Spain,Bilbao,2015,74.41,51.06,58.78,0.12,3.06,4.29,1.81,577.09,11425.87,117.59,37.64,81.19,0.0003754637502439639,0.003294278685124196
Spain,Bilbao,2015,15.0,8.65,16.32,0.55,3.38,5.22,0.53,1149.1,9044.07,93.96,40.56,86.3,0.0005771737724276792,0.00448470655357599
Spain,Bilbao,2015,52.54,36.44,37.89,0.65,3.01,1.32,2.46,675.82,10748.71,85.82,37.63,82.85,0.00012280543432653782,0.0035008852225057708
Spain,Bilbao,2015,15.0,8.1,15.13,0.28,3.09,4.32,1.26,424.3,3298.53,65.58,45.69,84.85,0.0013096743094651254,0.013851624814690178
Spain,Bilbao,2015,40.32,19.84,36.1,0.11,3.16,2.96,2.28,362.64,8551.49,107.26,40.83,83.04,0.00034613850919547356,0.004774606530557833
Spain,Bilbao,2015,35.18,23.04,25.84,0.21,3.58,5.7,4.91,611.32,6507.23,157.62,44.03,83.88,0.0008759487523877288,0.006766319924145912
Spain,Bilbao,2015,16.53,11.5,16.67,0.28,4.73,5.97,3.03,738.02,3742.29,105.45,50.18,85.37,0.0015952798954650762,0.013408902035919183
Spain,Bilbao,2015,15.0,6.37,16.42,0.78,1.37,2.42,2.74,970.22,7899.6,107.32,35.44,85.94,0.00030634462504430603,0.00448630310395463
Spain,Bilbao,2015,37.8,26.09,30.64,0.22,1.79,1.7,3.48,834.21,8516.45,84.53,36.65,84.15,0.00019961368880225914,0.004303436290942822
Spain,Bilbao,2016,61.58,24.74,52.18,1.02,4.03,4.67,3.3,478.86,6076.57,95.73,44.99,81.85,0.00076852566497218,0.007403847894453615
Spain,Bilbao,2016,15.0,6.24,14.33,0.21,3.15,4.44,2.2,861.46,6730.35,120.85,42.5,85.72,0.0006596982326327755,0.006314679028579494
Spain,Bilbao,2016,52.78,32.44,45.61,0.4,2.08,1.19,2.89,584.21,6076.61,92.97,39.76,82.65,0.00019583287392147924,0.006543121905141189
Spain,Bilbao,2016,61.1,39.92,43.96,0.74,2.65,1.22,3.05,732.38,9658.89,81.93,37.54,82.39,0.00012630850956994022,0.0038865749584061937
Spain,Bilbao,2016,64.76,44.27,51.94,0.81,2.84,3.76,4.37,526.11,3339.74,114.87,44.36,81.74,0.0011258361429332822,0.013282471090563937
Spain,Bilbao,2016,84.36,38.32,66.96,1.14,1.48,6.04,2.26,852.27,11650.94,125.47,31.65,81.08,0.0005184131065819582,0.002716519010483274
Spain,Bilbao,2016,40.46,24.36,29.18,0.28,2.75,5.98,4.69,482.46,8062.7,134.97,39.92,83.27,0.0007416870279186873,0.004951195009116054
Spain,Bilbao,2016,30.52,20.58,29.56,0.62,1.92,5.28,3.27,611.0,7717.72,107.01,37.44,84.19,0.0006841398755072742,0.004851173662687944
Spain,Bilbao,2016,15.0,8.92,11.78,1.03,2.81,4.66,0.55,1178.13,1672.18,83.1,45.72,86.36,0.002786781327369063,0.02734155413890849
Spain,Bilbao,2016,91.58,53.0,94.77,0.95,4.79,4.98,2.92,616.32,10608.09,136.65,42.82,80.13,0.00046945303065867655,0.004036541922249905
Spain,Bilbao,2016,42.59,20.69,43.57,0.06,2.71,5.97,2.19,576.31,9456.67,106.63,38.6,83.31,0.0006313004471975865,0.004081775085733139
Spain,Bilbao,2016,15.0,8.95,14.64,1.15,2.61,1.75,2.58,1053.47,7049.0,99.24,39.64,86.11,0.00024826216484607745,0.005623492693999149
Spain,Bilbao,2016,15.0,9.98,15.81,0.34,4.65,2.98,1.43,605.49,6872.04,71.11,46.74,85.21,0.0004336412477226559,0.006801473798173469
Spain,Bilbao,2016,24.71,11.51,23.41,0.32,3.53,2.99,2.99,337.49,2063.68,74.75,48.2,84.03,0.0014488680415568308,0.02335633431539774
Spain,Bilbao,2016,15.0,6.46,14.29,1.06,4.12,3.95,2.91,459.19,849.11,77.61,50.45,84.92,0.004651929667534242,0.059415152335975316
Spain,Bilbao,2016,26.73,12.03,25.86,0.27,1.94,1.11,2.44,1021.15,4534.68,85.1,41.01,85.26,0.0002447802270501998,0.009043637037233055
Spain,Bilbao,2016,16.0,6.96,13.93,0.74,3.41,4.88,0.88,954.27,5878.69,104.94,43.6,85.84,0.0008301169138022246,0.007416618328232992
Spain,Bilbao,2016,46.23,20.76,49.1,1.0,1.35,3.25,2.46,585.38,1699.99,70.76,41.36,83.09,0.001911775951623245,0.024329554879734587
Spain,Bilbao,2016,15.0,6.82,13.09,0.6,4.68,1.1,4.16,545.61,1435.19,102.22,52.0,85.09,0.0007664490415903121,0.03623213651154202
Spain,Bilbao,2016,47.45,28.0,37.66,1.17,1.44,1.57,1.6,925.26,11376.95,94.77,31.78,83.69,0.00013799832116692082,0.0027933672908820027
Spain,Bilbao,2016,57.37,23.99,58.2,0.12,4.17,6.47,0.76,614.92,6315.9,86.69,46.07,82.4,0.001024398739688722,0.007294289016608876
Spain,Bilbao,2017,15.0,9.44,13.25,0.98,4.1,2.58,1.39,650.75,1295.9,73.56,50.02,85.3,0.001990894359132649,0.0385986573038043
Spain,Bilbao,2017,60.93,27.03,63.65,1.14,2.45,3.15,2.3,478.08,9861.24,104.13,36.36,81.89,0.00031943244460128745,0.0036871630748262895
Spain,Bilbao,2017,28.91,19.55,24.39,0.3,2.51,3.5,1.28,700.45,7997.06,100.04,39.23,84.47,0.00043766084035883187,0.004905552790650564
Spain,Bilbao,2017,69.57,40.13,58.58,0.36,1.55,3.35,3.11,900.18,10601.39,123.47,33.7,82.16,0.00031599629859858,0.003178828436648402
Spain,Bilbao,2017,54.79,24.48,55.27,0.49,2.29,6.67,0.81,614.0,2632.67,84.51,43.75,82.58,0.002533549590339845,0.016618110131539462
Spain,Bilbao,2017,29.52,12.6,29.74,0.96,4.55,5.36,2.27,376.5,1612.54,89.81,51.08,83.78,0.0033239485532141843,0.03167673360040681
Spain,Bilbao,2017,15.0,10.16,11.91,0.07,3.58,3.56,1.79,658.78,7739.97,89.04,42.94,85.32,0.0004599501031657745,0.005547825120769201
Spain,Bilbao,2017,54.28,24.99,42.71,0.22,3.41,2.64,4.24,626.97,9626.44,115.43,40.38,82.64,0.0002742446844316279,0.00419469710505649
Spain,Bilbao,2017,15.0,10.5,12.66,0.8,2.18,2.88,2.3,559.89,981.25,59.11,44.76,85.12,0.002935031847133758,0.04561528662420382
Spain,Bilbao,2017,34.64,22.76,34.25,1.03,3.05,4.91,3.75,1025.51,10449.18,145.68,37.67,84.74,0.0004698933313427465,0.003605067574680501
Spain,Bilbao,2017,38.42,26.67,39.02,0.92,4.1,6.42,4.95,1086.93,6790.06,129.59,44.58,84.61,0.0009454997452158007,0.006565479539208784
Spain,Bilbao,2017,80.49,36.74,79.02,0.79,2.75,5.29,4.5,979.09,10862.57,121.07,36.6,81.59,0.0004869934094786041,0.003369368390721533
Spain,Bilbao,2017,15.0,10.24,14.53,0.09,4.9,4.07,4.56,1062.77,9622.79,144.27,44.98,86.13,0.00042295425754900606,0.004674320025689014
Spain,Bilbao,2017,15.0,8.36,10.63,0.72,3.93,1.15,2.23,935.25,4858.4,73.98,46.21,85.87,0.00023670344146220978,0.009511361765190187
Spain,Bilbao,2017,84.56,39.76,91.09,0.31,2.74,5.84,2.17,452.97,8381.51,115.81,39.53,80.27,0.0006967718227383848,0.004716333930282252
Spain,Bilbao,2017,15.0,9.51,14.64,1.05,1.85,1.1,3.49,754.76,5407.39,85.38,39.08,85.51,0.0002034253123965536,0.0072271465531430126
Spain,Bilbao,2017,38.64,25.81,41.44,0.69,3.56,3.51,4.78,1051.72,8031.84,106.78,41.95,84.53,0.0004370106974242514,0.005222962608816909
Spain,Bilbao,2017,15.0,6.43,12.13,1.14,2.1,1.73,2.48,980.39,2004.51,56.92,43.16,85.96,0.0008630538136502187,0.021531446587944186
Spain,Bilbao,2018,16.76,7.52,13.6,0.41,1.65,2.1,1.94,668.37,8516.85,92.51,36.01,85.22,0.0002465700346959263,0.004228089023523955
Spain,Bilbao,2018,15.0,6.4,16.27,0.18,4.89,2.71,1.9,1040.43,11142.92,88.89,43.35,86.08,0.00024320375628650298,0.0038903626697490428
Spain,Bilbao,2018,43.52,19.38,39.74,0.43,3.39,3.1,1.54,1054.0,11699.88,111.58,38.04,84.21,0.000264959982495547,0.0032513153981066473
Spain,Bilbao,2018,15.0,6.07,11.77,0.44,4.51,1.7,1.05,944.1,2863.42,61.43,50.24,85.89,0.0005936956506555098,0.017545452640548714
Spain,Bilbao,2018,55.36,35.6,58.05,0.18,4.09,1.09,3.43,393.91,11611.95,85.13,40.47,82.1,9.386881617643892e-05,0.003485202743725214
Spain,Bilbao,2018,41.27,17.39,36.26,0.75,3.09,5.25,0.81,557.62,6360.14,104.57,42.15,83.36,0.0008254535277525337,0.006627212608527485
Spain,Bilbao,2018,15.13,8.87,13.87,0.96,4.52,2.69,4.1,871.18,6920.36,98.26,45.69,85.73,0.0003887081018906531,0.006602257686016334
Spain,Bilbao,2018,20.25,9.73,22.14,0.45,3.14,3.29,3.9,539.29,3476.39,83.74,45.49,84.73,0.0009463840363135321,0.013085413316687715
Spain,Bilbao,2018,52.98,36.03,50.0,0.5,2.32,6.1,2.94,386.99,3469.65,122.95,42.99,82.24,0.0017581024022595938,0.01239029873330163
Spain,Bilbao,2018,75.43,37.26,58.81,1.01,1.56,3.02,3.89,1073.79,11029.22,131.24,32.65,82.12,0.0002738180941172631,0.002960318136731337
Spain,Bilbao,2018,15.0,7.8,11.52,1.07,4.43,1.91,4.64,962.98,1931.75,87.04,50.3,85.93,0.0009887407790863207,0.02603856606703766
Spain,Bilbao,2018,36.86,22.08,38.4,0.91,1.64,5.42,3.22,1174.98,11017.16,140.41,32.99,84.89,0.000491959815415225,0.002994419614492301
Spain,Bilbao,2018,49.92,33.68,35.88,0.79,4.65,3.74,1.92,546.34,8845.18,108.82,44.32,82.76,0.0004228291566706387,0.005010638562471312
Spain,Bilbao,2018,37.26,15.44,36.75,1.06,3.63,6.31,0.55,389.82,1510.65,98.57,48.32,83.3,0.00417700989640221,0.03198623109257604
Spain,Bilbao,2018,15.0,8.9,13.46,0.31,4.38,5.94,0.86,1164.62,1958.35,94.03,50.87,86.33,0.0030331656751857432,0.025975949140858375
Spain,Bilbao,2018,15.0,9.63,11.45,0.46,1.37,6.41,2.28,921.69,676.82,118.62,42.98,85.84,0.009470760320321504,0.06350285157058005
Spain,Bilbao,2018,70.2,48.14,63.22,0.82,1.25,1.36,1.73,554.43,7827.9,69.34,35.11,81.43,0.0001737375285836559,0.004485238697479529
Spain,Bilbao,2018,18.17,9.24,13.17,0.08,1.81,6.93,1.86,722.41,7014.1,99.5,38.35,85.23,0.0009880098658416618,0.005467558204188706
Spain,Bilbao,2018,34.04,16.48,36.78,0.33,3.59,1.74,1.45,823.73,10813.99,67.27,39.62,84.38,0.00016090268254363097,0.003663772576079689
Spain,Bilbao,2018,57.89,39.93,47.45,1.15,4.79,5.48,3.48,439.32,923.93,113.09,52.31,82.02,0.005931185262952822,0.056616843267347096
Spain,Bilbao,2018,81.95,53.31,70.43,1.01,1.77,1.0,4.37,491.58,10051.59,87.33,34.25,80.52,9.948674786775027e-05,0.003407421114470447
Spain,Bilbao,2018,115.58,76.08,116.17,0.92,2.31,3.42,4.15,641.89,11954.94,137.15,34.05,78.58,0.00028607420865349383,0.0028481949721203114
Spain,Bilbao,2018,15.0,8.19,10.93,0.93,4.08,2.02,3.05,1075.33,5383.66,95.79,45.93,86.15,0.00037520943001601145,0.008531370851799705
Spain,Bilbao,2019,71.2,44.98,62.21,0.88,3.17,5.62,2.49,362.62,11353.01,118.32,37.27,80.98,0.0004950229058196901,0.003282829839839831
Spain,Bilbao,2019,55.06,30.61,59.37,1.0,4.58,6.26,3.02,595.73,5537.46,131.09,47.21,82.52,0.0011304822066434792,0.008525569484926302
Spain,Bilbao,2019,39.5,26.73,29.71,0.31,4.12,2.27,2.25,628.79,9849.96,97.39,42.19,83.62,0.00023045778866107071,0.0042832661249385786
Spain,Bilbao,2019,40.72,17.08,36.77,0.25,4.53,6.81,3.46,450.32,4190.0,129.06,49.16,83.19,0.0016252983293556086,0.011732696897374701
Spain,Bilbao,2019,24.68,9.95,24.11,0.92,2.47,2.29,3.14,727.13,10391.77,102.78,36.09,84.81,0.00022036669402806258,0.0034729406058833096
Spain,Bilbao,2019,43.95,17.87,40.55,0.37,3.08,3.02,0.89,688.56,3864.47,90.24,45.01,83.45,0.0007814784433570451,0.011647134018377681
Spain,Bilbao,2019,15.0,8.85,15.6,0.64,2.65,6.68,3.96,809.46,740.28,104.98,46.58,85.62,0.00902361268709137,0.06292213756956827
Spain,Bilbao,2019,15.0,9.56,14.51,0.89,3.74,6.18,3.55,1008.08,2598.05,123.17,47.74,86.02,0.0023787071072535167,0.018375319951502087
Spain,Bilbao,2019,72.68,42.93,72.97,0.45,4.61,1.07,3.08,452.4,9857.04,96.62,43.53,81.06,0.0001085518573527144,0.004416133037909961
Spain,Bilbao,2019,45.19,24.14,37.36,0.68,3.13,1.07,0.98,431.22,8035.37,82.0,40.68,82.85,0.00013316126077579502,0.00506261690500873
Spain,Bilbao,2019,15.0,8.79,13.91,0.33,3.77,5.18,0.54,835.17,8698.22,114.06,42.27,85.67,0.0005955241417209498,0.004859614955703581
Spain,Bilbao,2019,65.31,28.15,48.0,0.81,4.77,1.34,1.59,517.51,11706.78,63.19,41.8,81.68,0.0001144635843502654,0.003570580467045592
Spain,Bilbao,2019,28.72,19.04,28.85,0.55,4.45,3.02,0.98,681.11,3387.31,65.33,49.4,84.45,0.0008915629216103634,0.014583843817070183
Spain,Bilbao,2019,19.48,12.91,16.69,0.23,1.66,4.25,3.14,1148.43,2254.25,96.58,42.5,86.0,0.0018853277143174004,0.018853277143174006
Spain,Bilbao,2019,15.0,9.75,14.12,0.64,4.36,5.32,1.75,882.12,7336.39,86.29,45.09,85.76,0.0007251522887959883,0.006146074568009607
Spain,Bilbao,2019,15.0,8.81,16.43,0.96,2.28,3.4,2.4,672.71,2411.97,83.34,43.47,85.35,0.0014096361065850736,0.018022612221545047
Spain,Bilbao,2019,38.85,22.03,27.89,0.63,4.89,5.33,3.68,379.32,4909.37,99.55,49.13,83.17,0.0010856790178780577,0.010007394024080483
Spain,Bilbao,2019,15.0,6.64,12.85,0.22,3.45,3.64,3.85,454.99,2243.4,120.3,47.9,84.91,0.0016225372202906302,0.02135152001426406
